origin,id,txt,Ext1,Ext2,Ext3
reference1,11,"Aleksandr Prudnikov, height 185 cm., born on 1989-02-24, and who plays for FC Amkar Perm, is in the FC Terek Grozny club the ground of which is based at Grozny.","| id | sbj                | pred           | obj_d             | obj_i | sig | adv/cl/comp/sent            |
|----|--------------------|----------------|-------------------|-------|-----|-----------------------------|
| #0 | Aleksandr Prudnikov | has height     | 185 cm            | -     | -   | -                           |
| #1 | Aleksandr Prudnikov | was born       | -                 | on    | 1989-02-24                    |
| #2 | Aleksandr Prudnikov | plays          | -                 | for   | FC Amkar Perm                 |
| #3 | Aleksandr Prudnikov | is in          | FC Terek Grozny club | -   | -   | -                           |
| #4 | FC Terek Grozny club | is based       | -                 | at    | Grozny                        |","| id | sbj               | pred     | obj_d                  | obj_i | sig | adv/cl/comp/sent        |
|----|-------------------|----------|------------------------|-------|-----|-------------------------|
| #0 | Aleksandr Prudnikov | has height | 185 cm                 | -     | -   | -                       |
| #1 | Aleksandr Prudnikov | was born  | -                      | -     | on  | 1989-02-24              |
| #2 | Aleksandr Prudnikov | plays     | -                      | for   | FC Amkar Perm             |
| #3 | Aleksandr Prudnikov | is in     | FC Terek Grozny club   | -     | -   | -                       |
| #4 | FC Terek Grozny club | is based  | -                      | at    | Grozny                    |","| id | sbj                | pred           | obj_d | obj_i | sig | adv/cl/comp/sent          |
|----|--------------------|----------------|-------|-------|-----|---------------------------|
| #0 | Aleksandr Prudnikov | has height     | 185 cm | -     | -   | -                         |
| #1 | Aleksandr Prudnikov | was born       | -     | on    | 1989-02-24                   |
| #2 | Aleksandr Prudnikov | plays for      | FC Amkar Perm | - | -   | -                         |
| #3 | Aleksandr Prudnikov | is in          | FC Terek Grozny club | - | -   | -                 |
| #4 | FC Terek Grozny club | has ground    | -     | at    | Grozny                       |"
reference1,12,"The Mason School of Business, inside Alan B Miller Hall, is in Williamsburg, Virginia at the College of William and Mary.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The Mason School of Business | is in | Alan B Miller Hall | - | - | - |
| #1 | Alan B Miller Hall | is in | Williamsburg, Virginia | at | the College of William and Mary |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The Mason School of Business | is | - | inside Alan B Miller Hall | - | - |
| #1 | The Mason School of Business | is | - | in Williamsburg, Virginia | - | - |
| #2 | The Mason School of Business | is | - | at the College of William and Mary | - | - |
| #3 | Alan B Miller Hall | houses | The Mason School of Business | - | - | - |","# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The Mason School of Business | is in | - | Williamsburg, Virginia | at | the College of William and Mary |
| #1 | The Mason School of Business | is inside | Alan B Miller Hall | - | - | - |
| #2 | Alan B Miller Hall | is at | the College of William and Mary | - | in | Williamsburg, Virginia |"
reference1,13,Super Capers was directed by Ray Griggs who was born in 1974. The movie stars are Michael Rooker and Tom Sizemore.,"# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Super Capers | was directed by | Ray Griggs | - | - | - |
| #1 | Ray Griggs | was born | - | in | 1974 |
| #2 | The movie | stars | Michael Rooker and Tom Sizemore | - | - | - |","# Output
| id | sbj        | pred       | obj_d       | obj_i | sig | adv/cl/comp/sent |
|----|------------|------------|-------------|-------|-----|------------------|
| #0 | Super Capers | was directed by | Ray Griggs | -     | -   | -                |
| #1 | Ray Griggs   | was born   | -           | in    | 1974| -                |
| #2 | Super Capers | stars      | Michael Rooker and Tom Sizemore | -     | -   | -                |","# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Super Capers | was directed by | Ray Griggs | - | - | - |
| #1 | Ray Griggs | was born | - | in | 1974 |
| #2 | The movie | stars | Michael Rooker and Tom Sizemore | - | - | - |"
reference1,14,"Year of No Light followed their album Nord, released on 06-09-2006, with the album Live at Roadburn 2008. The album is in the genres of sludge metal and post metal.","| id | sbj                | pred          | obj_d                   | obj_i | sig | adv/cl/comp/sent         |
|----|--------------------|---------------|-------------------------|-------|-----|--------------------------|
| #0 | Year of No Light   | followed      | their album Nord        | with the album Live at Roadburn 2008 | -   | -                        |
| #1 | their album Nord   | was released  | -                       | -     | on  | 06-09-2006               |
| #2 | the album Live at Roadburn 2008 | is in | the genres of sludge metal and post metal | - | - | - |","| id | sbj                | pred          | obj_d                    | obj_i | sig | adv/cl/comp/sent      |
|----|--------------------|---------------|--------------------------|-------|-----|-----------------------|
| #0 | Year of No Light   | followed      | their album Nord         | with the album Live at Roadburn 2008 | -   | -                     |
| #1 | their album Nord   | was released  | -                        | -     | on  | 06-09-2006            |
| #2 | the album Live at Roadburn 2008 | is | -                        | in    | the genres of sludge metal and post metal | - | - |","| id | sbj                | pred            | obj_d                     | obj_i | sig | adv/cl/comp/sent          |
|----|--------------------|-----------------|---------------------------|-------|-----|--------------------------|
| #0 | Year of No Light   | followed        | Nord                      | with the album Live at Roadburn 2008 | -   | -                        |
| #1 | Nord               | was released on | 06-09-2006                | -     | -   | -                        |
| #2 | Live at Roadburn 2008 | is in          | the genres of sludge metal and post metal | -   | -   | -                        |"
reference1,15,"The ALCO RS-3, produced between May 1950 and August 1956 with 12 cylinders, has a length of 17068.8 millimetres.","# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The ALCO RS-3 | was produced | - | - | between | May 1950 and August 1956 |
| #1 | The ALCO RS-3 | has | 12 cylinders | - | - | - |
| #2 | The ALCO RS-3 | has a length of | 17068.8 millimetres | - | - | - |","# Output
| id | sbj          | pred        | obj_d       | obj_i | sig          | adv/cl/comp/sent |
|----|--------------|-------------|-------------|-------|--------------|------------------|
| #0 | The ALCO RS-3 | was produced | -           | -     | between      | May 1950 and August 1956 |
| #1 | The ALCO RS-3 | has         | 12 cylinders | -     | -            | -                |
| #2 | The ALCO RS-3 | has a length | 17068.8 millimetres | - | -            | -                |","# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The ALCO RS-3 | was produced | - | - | between | May 1950 and August 1956 |
| #1 | The ALCO RS-3 | has | 12 cylinders | - | - | - |
| #2 | The ALCO RS-3 | has a length of | 17068.8 millimetres | - | - | - |"
reference1,16,Adam West was born in 1928.,"| id | sbj     | pred  | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|---------|-------|-------|-------|-----|------------------|
| #0 | Adam West | was born | -     | -    | in  | 1928            |","| id | sbj     | pred   | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|---------|--------|-------|-------|-----|------------------|
| #0 | Adam West | was born | -     | -     | in  | 1928            |","| id | sbj     | pred  | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|---------|-------|-------|-------|-----|------------------|
| #0 | Adam West | was born | -     | -    | in  | 1928            |"
reference1,17,"The College of William and Mary is the owner of the Alan B.Miller Hall (address: ""101 Ukrop Way""). It was completed on June 1st, 2009, and the Mason School of Business are its current tenants.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The College of William and Mary | is the owner of | the Alan B. Miller Hall | - | - | - |
| #1 | the Alan B. Miller Hall | has address | ""101 Ukrop Way"" | - | - | - |
| #2 | the Alan B. Miller Hall | was completed | - | - | on | June 1st, 2009 |
| #3 | the Mason School of Business | are tenants | - | of the Alan B. Miller Hall | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The College of William and Mary | is the owner of | the Alan B. Miller Hall | - | - | - |
| #1 | the Alan B. Miller Hall | has address | ""101 Ukrop Way"" | - | - | - |
| #2 | the Alan B. Miller Hall | was completed | - | - | on | June 1st, 2009 |
| #3 | the Mason School of Business | are current tenants | - | of the Alan B. Miller Hall | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | The College of William and Mary | is the owner of | the Alan B. Miller Hall | - | - | - |
| #1 | the Alan B. Miller Hall | has address | ""101 Ukrop Way"" | - | - | - |
| #2 | the Alan B. Miller Hall | was completed | - | on | June 1st, 2009 |
| #3 | the Mason School of Business | are tenants | - | of | the Alan B. Miller Hall |
| #4 | the Mason School of Business | are current tenants | - | of | the Alan B. Miller Hall |"
reference1,18,"Singer Aaron Turner began performing in 1995. Turner is a post-metal musician, and played with the band Twilight.","| id | sbj           | pred      | obj_d   | obj_i | sig | adv/cl/comp/sent |
|----|---------------|-----------|---------|-------|-----|------------------|
| #0 | Aaron Turner  | began     | performing | -   | in  | 1995             |
| #1 | Aaron Turner  | is        | a post-metal musician | - | - | -          |
| #2 | Aaron Turner  | played    | -         | with the band Twilight | - | - |","| id | sbj           | pred       | obj_d      | obj_i | sig | adv/cl/comp/sent |
|----|---------------|------------|------------|-------|-----|------------------|
| #0 | Aaron Turner  | began      | performing | -     | in  | 1995             |
| #1 | Aaron Turner  | is         | a musician | -     | -   | -                |
| #2 | Aaron Turner  | played     | -          | with the band Twilight | -   | -                |
| #3 | Aaron Turner  | is         | -          | -     | -   | post-metal       |","| id | sbj           | pred        | obj_d   | obj_i | sig | adv/cl/comp/sent |
|----|---------------|-------------|---------|-------|-----|------------------|
| #0 | Aaron Turner  | began       | performing | -   | in  | 1995             |
| #1 | Aaron Turner  | is          | a post-metal musician | - | - | -           |
| #2 | Aaron Turner  | played      | -         | with the band Twilight | - | - |"
reference1,19,"Darinka Dentcheva has a residence and is a citizen of the United States, whose motto is ""In God We Trust,"" and has a residence in the state of New Jersey. New Jersey has an area of water that is 3, 544.04 km^2.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Darinka Dentcheva | has a residence | - | in the United States | - | - |
| #1 | Darinka Dentcheva | is a citizen | - | of the United States | - | - |
| #2 | the United States | has motto | ""In God We Trust"" | - | whose | - |
| #3 | Darinka Dentcheva | has a residence | - | in the state of New Jersey | - | - |
| #4 | New Jersey | has an area of water | 3,544.04 km^2 | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Darinka Dentcheva | has a residence | - | in the United States | - | - |
| #1 | Darinka Dentcheva | is a citizen of | the United States | - | - | - |
| #2 | the United States | has motto | ""In God We Trust"" | - | - | - |
| #3 | Darinka Dentcheva | has a residence | - | in the state of New Jersey | - | - |
| #4 | New Jersey | has an area of water | 3,544.04 km^2 | - | - | - |
| #5 | the United States | has a residence | Darinka Dentcheva | - | - | - |
| #6 | the state of New Jersey | has a residence | Darinka Dentcheva | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Darinka Dentcheva | has a residence | - | in the United States | - | - |
| #1 | Darinka Dentcheva | is a citizen | - | of the United States | - | - |
| #2 | the United States | has motto | ""In God We Trust"" | - | whose | - |
| #3 | Darinka Dentcheva | has a residence | - | in the state of New Jersey | - | - |
| #4 | New Jersey | has an area of water | 3,544.04 km^2 | - | - | - |"
reference1,20,The leader of Israel is Reuven Rivlin.,"| id | sbj             | pred | obj_d         | obj_i | sig | adv/cl/comp/sent |
|----|-----------------|------|---------------|-------|-----|------------------|
| #0 | The leader of Israel | is  | Reuven Rivlin |       |     |                  |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | The leader of Israel | is | Reuven Rivlin | - | - | - |","| id | sbj             | pred | obj_d         | obj_i | sig | adv/cl/comp/sent |
|----|-----------------|------|---------------|-------|-----|------------------|
| #0 | The leader of Israel | is   | Reuven Rivlin |       |     |                  |"
reference1,21,Agremiação Sportiva Arapiraquense has 17000 members and is playing in the Campeonato Brasileiro Série C league. Their ground is the Estádio Municipal Coaracy da Mata Fonseca located in Arapiraca.,"| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Agremiação Sportiva Arapiraquense | has | 17000 members | - | - | - |
| #1 | Agremiação Sportiva Arapiraquense | is playing | - | in the Campeonato Brasileiro Série C league | - | - |
| #2 | Agremiação Sportiva Arapiraquense | has ground | the Estádio Municipal Coaracy da Mata Fonseca | - | - | - |
| #3 | the Estádio Municipal Coaracy da Mata Fonseca | is located | - | in Arapiraca | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Agremiação Sportiva Arapiraquense | has | 17000 members | - | - | - |
| #1 | Agremiação Sportiva Arapiraquense | is playing | - | in the Campeonato Brasileiro Série C league | - | - |
| #2 | Agremiação Sportiva Arapiraquense | has ground | the Estádio Municipal Coaracy da Mata Fonseca | - | - | - |
| #3 | the Estádio Municipal Coaracy da Mata Fonseca | is located | - | in Arapiraca | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Agremiação Sportiva Arapiraquense | has | 17000 members | - | - | - |
| #1 | Agremiação Sportiva Arapiraquense | is playing | - | in the Campeonato Brasileiro Série C league | - | - |
| #2 | Agremiação Sportiva Arapiraquense | has ground | the Estádio Municipal Coaracy da Mata Fonseca | - | - | - |
| #3 | the Estádio Municipal Coaracy da Mata Fonseca | is located | - | in Arapiraca | - | - |"
reference1,22,"Mermaid is a pop rock song by the band Train, the origins of pop rock is in rock music but the song is also in the reggae genre whose origin is ska.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Mermaid | is | a pop rock song | by the band Train | - | - |
| #1 | pop rock | has origins | in rock music | - | - | - |
| #2 | Mermaid | is also | in the reggae genre | - | - | - |
| #3 | reggae | has origin | in ska | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Mermaid | is | a pop rock song | by the band Train | - | - |
| #1 | pop rock | has origins | in rock music | - | - | - |
| #2 | Mermaid | is also | in the reggae genre | - | - | - |
| #3 | reggae | has origin | in ska | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Mermaid | is | a pop rock song | by the band Train | - | - |
| #1 | pop rock | has origins | in rock music | - | - | - |
| #2 | Mermaid | is also | in the reggae genre | - | - | - |
| #3 | reggae | has origin | in ska | - | - | - |"
reference1,23,"Bootleg Series Volume 1: The Quine Tapes with run time of 230:05 was recorded under the Polydor Records and Universal Music Group record label in St. Louis, Missouri, United States and released on October, 16, 2001. It was preceded by Squeeze by The Velvet Underground.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Bootleg Series Volume 1: The Quine Tapes | was recorded | - | under the Polydor Records and Universal Music Group record label | in | St. Louis, Missouri, United States |
| #1 | Bootleg Series Volume 1: The Quine Tapes | was released | - | - | on | October, 16, 2001 |
| #2 | Bootleg Series Volume 1: The Quine Tapes | has run time | 230:05 | - | - | - |
| #3 | Bootleg Series Volume 1: The Quine Tapes | was preceded by | Squeeze by The Velvet Underground | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Bootleg Series Volume 1: The Quine Tapes | was recorded | - | under the Polydor Records and Universal Music Group record label | in | St. Louis, Missouri, United States |
| #1 | Bootleg Series Volume 1: The Quine Tapes | was released | - | - | on | October, 16, 2001 |
| #2 | Bootleg Series Volume 1: The Quine Tapes | has run time | 230:05 | - | - | - |
| #3 | Bootleg Series Volume 1: The Quine Tapes | was preceded by | Squeeze by The Velvet Underground | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Bootleg Series Volume 1: The Quine Tapes | was recorded | - | under the Polydor Records and Universal Music Group record label | in | St. Louis, Missouri, United States |
| #1 | Bootleg Series Volume 1: The Quine Tapes | was released | - | - | on | October, 16, 2001 |
| #2 | Bootleg Series Volume 1: The Quine Tapes | has run time | 230:05 | - | - | - |
| #3 | Bootleg Series Volume 1: The Quine Tapes | was preceded by | Squeeze by The Velvet Underground | - | - | - |"
