origin,id,txt,Ext1,Ext2,Ext3
baseline.txt,20,the fossil is a fossil from california.,"| id | sbj       | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----------|------|-------|-------|-----|------------------|
| #0 | the fossil | is   | a fossil | from California | -   | -                |","| id | sbj       | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----------|------|-------|-------|-----|------------------|
| #0 | the fossil | is   | a fossil | from California | -   | -                |","| id | sbj       | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----------|------|-------|-------|-----|------------------|
| #0 | the fossil | is   | a fossil | from California | -   | -                |"
baseline.txt,21,elliot see died on 1966-02-28.,"| id | sbj    | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|--------|------|-------|-------|-----|------------------|
| #0 | elliot | died | -     | -     | on  | 1966-02-28       |","| id | sbj    | pred | obj_d | obj_i | sig | adv/cl/comp/sent  |
|----|--------|------|-------|-------|-----|-------------------|
| #0 | elliot | died | -     | -     | on  | 1966-02-28        |","| id | sbj   | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-------|------|-------|-------|-----|-----------------|
| #0 | elliot | died | -     | -     | on  | 1966-02-28      |"
baseline.txt,22,ben urich ' s full name is benjamin urich.,"| id | sbj       | pred      | obj_d          | obj_i | sig | adv/cl/comp/sent |
|----|-----------|-----------|----------------|-------|-----|------------------|
| #0 | Ben Urich | has full name | Benjamin Urich |       |     |                  |","| id | sbj       | pred     | obj_d          | obj_i | sig | adv/cl/comp/sent |
|----|-----------|----------|----------------|-------|-----|------------------|
| #0 | ben urich | has full name | benjamin urich | -     | -   | -                |","| id | sbj       | pred  | obj_d          | obj_i | sig | adv/cl/comp/sent |
|----|-----------|-------|----------------|-------|-----|------------------|
| #0 | ben urich | has   | full name      | -     | -   | -                |
| #1 | ben urich | is    | benjamin urich | -     | -   | -                |"
baseline.txt,23,bibbo bibbowski was created by jerry ordway.,"| id | sbj            | pred    | obj_d   | obj_i | sig | adv/cl/comp/sent |
|----|----------------|---------|---------|-------|-----|------------------|
| #0 | bibbo bibbowski | was created | -       | by jerry ordway | -   | -                |","| id | sbj             | pred    | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----------------|---------|-------|-------|-----|------------------|
| #0 | bibbo bibbowski | was created | -     | by   | jerry ordway      |                  |","| id | sbj           | pred    | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|---------------|---------|-------|-------|-----|------------------|
| #0 | bibbo bibbowski | was created | -     | by jerry ordway | -   | -                |"
baseline.txt,24,marv wolfman is an american.,"| id | sbj         | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-------------|------|-------|-------|-----|------------------|
| #0 | Marv Wolfman | is   | an American | -   | -   | -                |","| id | sbj        | pred | obj_d    | obj_i | sig | adv/cl/comp/sent |
|----|------------|------|----------|-------|-----|-----------------|
| #0 | marv wolfman | is  | an american | -     | -   | -               |","| id | sbj        | pred | obj_d    | obj_i | sig | adv/cl/comp/sent |
|----|------------|------|----------|-------|-----|------------------|
| #0 | marv wolfman | is  | an american | -     | -   | -                |"
baseline.txt,25,"antioch, california is part of contra costa county, california.","| id | sbj                | pred   | obj_d                  | obj_i | sig | adv/cl/comp/sent |
|----|--------------------|--------|------------------------|-------|-----|------------------|
| #0 | Antioch, California | is part of | Contra Costa County, California | -     | -   | -                |","| id | sbj               | pred      | obj_d                     | obj_i | sig | adv/cl/comp/sent |
|----|-------------------|-----------|---------------------------|-------|-----|------------------|
| #0 | Antioch, California | is part of | Contra Costa County, California |       |     |                  |","| id | sbj                | pred  | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|--------------------|-------|-------|-------|-----|------------------|
| #0 | Antioch, California | is part of | Contra Costa County, California | - | - | - |"
baseline.txt,26,orange county in california is located within the united states.,"| id | sbj           | pred    | obj_d | obj_i | sig   | adv/cl/comp/sent          |
|----|---------------|---------|-------|-------|-------|---------------------------|
| #0 | orange county | is      | -     | in    | -     | california                |
| #1 | orange county | is      | -     | in    | -     | the united states         |
| #2 | california    | is      | -     | in    | -     | the united states         |
| #3 | california    | is part | -     | of    | -     | the united states         |
| #4 | orange county | is part | -     | of    | -     | california                |","| id | sbj           | pred    | obj_d | obj_i | sig   | adv/cl/comp/sent |
|----|---------------|---------|-------|-------|-------|-----------------|
| #0 | Orange County | is      | -     | in California | -     | -               |
| #1 | Orange County | is      | -     | within the United States | -     | -               |","| id | sbj            | pred     | obj_d | obj_i | sig   | adv/cl/comp/sent |
|----|----------------|----------|-------|-------|-------|------------------|
| #0 | orange county  | is located | -     | within the United States | in    | California       |"
baseline.txt,27,the united states house of representatives is located in washington d. c.,"| id | sbj                                   | pred    | obj_d | obj_i | sig | adv/cl/comp/sent       |
|----|---------------------------------------|---------|-------|-------|-----|------------------------|
| #0 | the united states house of representatives | is located | -     | in   | -   | washington d. c.       |","| id | sbj                                     | pred   | obj_d | obj_i | sig | adv/cl/comp/sent      |
|----|-----------------------------------------|--------|-------|-------|-----|-----------------------|
| #0 | the united states house of representatives | is located | -     | in   | -   | washington d. c.      |","| id | sbj                                  | pred   | obj_d | obj_i | sig | adv/cl/comp/sent        |
|----|--------------------------------------|--------|-------|-------|-----|-------------------------|
| #0 | the united states house of representatives | is located | -     | in  | -   | washington d. c.        |"
baseline.txt,28,shumai is a variation of batagor.,"| id | sbj   | pred | obj_d   | obj_i | sig | adv/cl/comp/sent |
|----|-------|------|---------|-------|-----|------------------|
| #0 | shumai | is a variation | of batagor | - | - | - |","| id | sbj   | pred | obj_d     | obj_i | sig | adv/cl/comp/sent |
|----|-------|------|-----------|-------|-----|------------------|
| #0 | shumai| is   | a variation| of batagor | -   | -                |","| id | sbj   | pred | obj_d    | obj_i | sig | adv/cl/comp/sent |
|----|-------|------|----------|-------|-----|------------------|
| #0 | shumai | is a variation | of batagor | -   | -   | -                |"
baseline.txt,29,bionico is from the jalisco region.,"| id | sbj     | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|---------|------|-------|-------|-----|------------------|
| #0 | bionico | is from | the Jalisco region | -   | -   | -                  |","| id | sbj     | pred   | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|---------|--------|-------|-------|-----|------------------|
| #0 | bionico | is from | -     | the jalisco region | -   | -                |","| id | sbj    | pred | obj_d   | obj_i | sig | adv/cl/comp/sent |
|----|--------|------|---------|-------|-----|------------------|
| #0 | bionico | is from | the Jalisco region | -     | -   | -                |"
baseline.txt,30,indonesian language is spoken in indonesia.,"# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | Indonesian language | is spoken | - | in Indonesia | - | - |","| id | sbj                | pred   | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|--------------------|--------|-------|-------|-----|-----------------|
| #0 | Indonesian language | is spoken | -     | in Indonesia | -   | -               |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | Indonesian language | is spoken | - | in Indonesia | - | - |"
baseline.txt,31,"the 11th mississippi infantry monument, established in 2000, is categorised as a contributing property.","| id | sbj                                      | pred         | obj_d                        | obj_i | sig | adv/cl/comp/sent |
|----|------------------------------------------|--------------|------------------------------|-------|-----|-----------------|
| #0 | the 11th Mississippi Infantry Monument   | was established | -                          | -     | in  | 2000            |
| #1 | the 11th Mississippi Infantry Monument   | is categorised | as a contributing property   | -     | -   | -               |","| id | sbj                                      | pred         | obj_d                        | obj_i | sig | adv/cl/comp/sent |
|----|------------------------------------------|--------------|------------------------------|-------|-----|-----------------|
| #0 | the 11th mississippi infantry monument   | was established | -                          | -     | in  | 2000            |
| #1 | the 11th mississippi infantry monument   | is categorised | as a contributing property   | -     | -   | -               |","| id | sbj                                      | pred        | obj_d                        | obj_i | sig | adv/cl/comp/sent |
|----|------------------------------------------|-------------|------------------------------|-------|-----|-----------------|
| #0 | the 11th Mississippi Infantry Monument   | was established | -                          | -     | in  | 2000            |
| #1 | the 11th Mississippi Infantry Monument   | is categorised | as a contributing property  | -     | -   | -               |"
baseline.txt,32,the 14th new jersey volunteer infantry monument is categorised as a historic district in the united states and is located in the monocacy national battlefield.,"| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | the 14th New Jersey Volunteer Infantry Monument | is categorised as | a historic district | in the United States | - | - |
| #1 | the 14th New Jersey Volunteer Infantry Monument | is located in | the Monocacy National Battlefield | - | - | - |","# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the 14th New Jersey Volunteer Infantry Monument | is categorised as | a historic district | in the United States | - | - |
| #1 | the 14th New Jersey Volunteer Infantry Monument | is located in | the Monocacy National Battlefield | - | - | - |","# Output
| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the 14th New Jersey Volunteer Infantry Monument | is categorised as | a historic district | in the United States | - | - |
| #1 | the 14th New Jersey Volunteer Infantry Monument | is located | - | in the Monocacy National Battlefield | - | - |"
baseline.txt,33,the baku turkish martyrs ' memorial is located in azerbaijan and is dedicated to ottoman army soldiers killed in the battle of baku.,"| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the Baku Turkish Martyrs' Memorial | is located | - | in Azerbaijan | - | - |
| #1 | the Baku Turkish Martyrs' Memorial | is dedicated | - | to Ottoman army soldiers | - | - |
| #2 | Ottoman army soldiers | were killed | - | in the Battle of Baku | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the Baku Turkish Martyrs' Memorial | is located | - | in Azerbaijan | - | - |
| #1 | the Baku Turkish Martyrs' Memorial | is dedicated | - | to Ottoman army soldiers | - | - |
| #2 | Ottoman army soldiers | were killed | - | in the Battle of Baku | - | - |
| #3 | the Baku Turkish Martyrs' Memorial | is dedicated | - | to Ottoman army soldiers | because | they were killed in the Battle of Baku |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the Baku Turkish Martyrs' Memorial | is located | - | in Azerbaijan | - | - |
| #1 | the Baku Turkish Martyrs' Memorial | is dedicated | - | to Ottoman army soldiers | - | - |
| #2 | Ottoman army soldiers | were killed | - | in the Battle of Baku | - | - |
| #3 | the Baku Turkish Martyrs' Memorial | is dedicated | - | to Ottoman army soldiers | because | they were killed in the Battle of Baku |"
baseline.txt,34,"the elevation above the sea level (in arlington, texas), is 184. 0.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the elevation | is | 184.0 | above the sea level | in | Arlington, Texas |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the elevation | is | 184.0 meters | above the sea level | in | Arlington, Texas |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the elevation | is | 184.0 | above the sea level | in | Arlington, Texas |"
baseline.txt,35,"the capital of the united states is washington d. c. and the capital is washington, d. c..","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | the capital of the United States | is | Washington D.C. | - | - | - |
| #1 | the capital | is | Washington, D.C. | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | the capital of the United States | is | Washington D.C. | - | - | - |
| #1 | the capital | is | Washington, D.C. | - | and | #0 |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | the capital of the United States | is | Washington D.C. | - | - | - |
| #1 | the capital | is | Washington, D.C. | - | - | - |"
baseline.txt,36,"the capital of united states is washington, d. c. and is a part of united states.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the capital of United States | is | Washington, D.C. | - | - | - |
| #1 | Washington, D.C. | is a part of | United States | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the capital of United States | is | Washington, D.C. | - | - | - |
| #1 | Washington, D.C. | is a part of | United States | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | the capital of United States | is | Washington, D.C. | - | - | - |
| #1 | Washington, D.C. | is a part of | United States | - | - | - |"
baseline.txt,37,"ayam penyet is from the malaysia region, indonesia.","| id | sbj          | pred    | obj_d    | obj_i | sig | adv/cl/comp/sent         |
|----|--------------|---------|----------|-------|-----|--------------------------|
| #0 | ayam penyet  | is from | -        | -     | -   | the Malaysia region, Indonesia |","| id | sbj         | pred        | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-------------|-------------|-------|-------|-----|------------------|
| #0 | ayam penyet | is from     | -     | -     | -   | the Malaysia region, Indonesia |","| id | sbj         | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-------------|------|-------|-------|-----|------------------|
| #0 | ayam penyet | is from | -    | the malaysia region, indonesia | -   | -                |"
baseline.txt,38,sponge cake is an ingredient in baked alaska which is from france.,"| id | sbj         | pred | obj_d         | obj_i | sig | adv/cl/comp/sent |
|----|-------------|------|---------------|-------|-----|------------------|
| #0 | sponge cake | is   | an ingredient | in baked alaska | -   | -                |
| #1 | baked alaska | is  | from          | France | -   | -                |","| id | sbj          | pred     | obj_d         | obj_i | sig | adv/cl/comp/sent |
|----|--------------|----------|---------------|-------|-----|------------------|
| #0 | sponge cake  | is       | an ingredient | in baked alaska | -   | -                |
| #1 | baked alaska | is from  | France        | -     | -   | -                |","| id | sbj         | pred     | obj_d          | obj_i | sig | adv/cl/comp/sent |
|----|-------------|----------|----------------|-------|-----|------------------|
| #0 | sponge cake | is       | an ingredient  | in baked alaska | - | -              |
| #1 | baked alaska | is from | France         | -     | -   | -                |"
baseline.txt,39,"the main ingredients of beef kway teow are noodles, pork organs, vegetables, chicken, shrimp and beef.","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | beef kway teow | has main ingredients | noodles, pork organs, vegetables, chicken, shrimp, beef | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
|----|-----|------|-------|-------|-----|-----------------|
| #0 | beef kway teow | has main ingredients | noodles, pork organs, vegetables, chicken, shrimp, beef | - | - | - |","| id | sbj | pred | obj_d | obj_i | sig | adv/cl/comp/sent |
| - | - | - | - | - | - | - |
| #0 | beef kway teow | has main ingredients | noodles, pork organs, vegetables, chicken, shrimp, and beef | - | - | - |"
